miRNA,mRNA
ath-miR854a,AT3G62850
ath-miR5012,AT1G53700
ath-miR5012,AT2G26620
ath-miR5012,AT2G37678
ath-miR5012,AT3G56100
ath-miR5012,AT1G18670
ath-miR5012,AT1G56100
ath-miR5012,AT3G09010
ath-miR5012,AT1G51620
ath-miR5012,AT1G51620
ath-miR5012,AT4G11070
ath-miR5012,AT4G11070
ath-miR5012,AT2G15460
ath-miR5012,AT2G15450
ath-miR5012,AT3G24190
ath-miR390a-5p,AT3G24660
ath-miR390a-5p,AT4G03205
ath-miR390a-5p,AT1G03475
ath-miR390a-5p,AT4G03205
ath-miR390a-5p,AT4G33970
ath-miR390a-5p,AT2G15880
ath-miR157c-3p,AT1G10150
ath-miR157c-3p,AT2G06990
ath-miR157c-3p,AT1G75640
ath-miR157c-3p,AT4G02230
ath-miR157c-3p,AT3G24780
ath-miR157c-3p,AT4G35040
ath-miR407,AT2G02810
ath-miR407,AT2G01350
ath-miR407,AT4G23515
ath-miR407,AT5G49870
ath-miR407,AT1G47497
ath-miR407,AT1G47497
ath-miR407,AT5G34848
ath-miR407,AT1G09870
ath-miR407,AT5G51000
ath-miR5645c,AT1G23840
ath-miR157a-3p,AT1G36990
ath-miR157a-3p,AT2G43710
ath-miR157a-3p,AT2G43710
ath-miR157a-3p,AT4G27310
ath-miR157a-3p,AT1G34000
ath-miR157a-3p,AT3G57390
ath-miR157a-3p,AT3G57390
ath-miR863-5p,AT2G26700
ath-miR863-5p,AT1G62710
ath-miR863-5p,AT1G12490
ath-miR863-5p,AT3G05720
ath-miR169a-5p,AT1G17590
ath-miR169a-5p,AT1G17590
ath-miR169a-5p,AT1G54160
ath-miR169a-5p,AT1G17590
ath-miR169a-5p,AT1G17590
ath-miR169a-5p,AT5G42120
ath-miR169a-5p,AT3G20910
ath-miR169a-5p,AT5G12840
ath-miR169a-5p,AT5G12840
ath-miR169a-5p,AT5G12840
ath-miR169a-5p,AT5G12840
ath-miR169a-5p,AT1G72830
ath-miR169a-5p,AT1G72830
ath-miR169a-5p,AT1G72830
ath-miR169a-5p,AT1G70700
ath-miR169a-5p,AT1G70700
ath-miR447c-3p,AT4G16915
ath-miR447c-3p,AT5G42870
ath-miR447c-3p,AT5G42870
ath-miR447c-3p,AT1G16300
ath-miR447c-3p,AT5G66760
ath-miR447c-3p,AT2G03550
ath-miR447c-3p,AT1G79530
ath-miR447c-3p,AT3G47780
ath-miR856,AT5G41610
ath-miR856,AT2G46800
ath-miR856,AT2G46800
ath-miR856,AT1G48040
ath-miR856,AT1G11200
ath-miR856,AT3G59050
ath-miR856,AT3G59052
ath-miR8165,AT2G21800
ath-miR8165,AT2G21800
ath-miR8165,AT5G58210
ath-miR8165,AT5G58210
ath-miR8165,AT5G58210
ath-miR8165,AT5G58210
ath-miR8165,AT2G39190
ath-miR8165,AT2G39190
ath-miR8165,AT5G02820
ath-miR824-3p,AT3G08870
ath-miR824-3p,AT4G25370
ath-miR824-3p,AT5G41180
ath-miR5645e,AT2G21090
ath-miR5645e,AT1G54590
ath-miR5645e,AT5G20940
ath-miR5645e,AT3G20860
ath-miR5645e,AT4G09570
ath-miR5645e,AT1G06750
ath-miR5645e,AT1G06750
ath-miR5645e,AT2G33990
ath-miR5645e,AT5G45105
ath-miR5645e,AT5G45105
ath-miR159a,AT2G32460
ath-miR159a,AT2G32460
ath-miR159a,AT2G26950
ath-miR159a,AT4G37770
ath-miR159a,AT2G34010
ath-miR159a,AT3G60460
ath-miR159a,AT5G06100
ath-miR159a,AT5G06100
ath-miR159a,AT3G11440
ath-miR159a,AT5G06100
ath-miR159a,AT1G29010
ath-miR159a,AT4G15530
ath-miR159a,AT4G15530
ath-miR159a,AT4G15530
ath-miR159a,AT4G15530
ath-miR159a,AT4G15530
ath-miR159a,AT4G15530
ath-miR159a,AT5G55020
ath-miR159a,AT5G22400
ath-miR159a,AT2G41600
ath-miR156e,AT1G27370
ath-miR156e,AT1G27360
ath-miR156e,AT1G27370
ath-miR156e,AT5G50570
ath-miR156e,AT5G43270
ath-miR156e,AT1G69170
ath-miR156e,AT1G27360
ath-miR156e,AT1G27360
ath-miR156e,AT5G43270
ath-miR156e,AT5G43270
ath-miR156e,AT1G27360
ath-miR156e,AT3G57920
ath-miR156e,AT5G50570
ath-miR156e,AT1G27370
ath-miR156e,AT2G42200
ath-miR156e,AT5G50670
ath-miR156e,AT1G27370
ath-miR156e,AT2G33810
ath-miR156e,AT1G53160
ath-miR156e,AT3G28690
ath-miR156e,AT3G15270
ath-miR156e,AT4G24270
ath-miR156e,AT4G24270
ath-miR156e,AT1G71690
ath-miR156e,AT4G35170
ath-miR156e,AT3G62420
ath-miR156e,AT3G62422
ath-miR156e,AT1G03980
ath-miR156e,AT2G21840
ath-miR156e,AT2G46850
ath-miR156e,AT1G25500
ath-miR156e,AT1G71400
ath-miR156e,AT3G47170
ath-miR156e,AT1G22000
ath-miR156e,AT1G26890
ath-miR156e,AT2G37860
ath-miR156e,AT5G25560
ath-miR156e,AT2G37860
ath-miR156e,AT5G25560
ath-miR156e,AT5G25560
ath-miR156e,AT1G03730
ath-miR156e,AT5G38610
ath-miR156e,AT1G16916
ath-miR156e,AT2G17640
ath-miR156e,AT4G10595
ath-miR5644,AT4G37980
ath-miR5644,AT4G37980
ath-miR5644,AT4G02510
ath-miR5644,AT3G07980
ath-miR5644,AT3G13530
ath-miR5645f,AT2G21090
ath-miR5645f,AT1G54590
ath-miR5645f,AT5G20940
ath-miR5645f,AT3G20860
ath-miR5645f,AT4G09570
ath-miR5645f,AT1G06750
ath-miR5645f,AT1G06750
ath-miR5645f,AT2G33990
ath-miR5645f,AT5G45105
ath-miR5645f,AT5G45105
ath-miR157a-5p,AT1G27370
ath-miR157a-5p,AT1G27370
ath-miR157a-5p,AT5G43270
ath-miR157a-5p,AT1G27370
ath-miR157a-5p,AT5G43270
ath-miR157a-5p,AT1G27370
ath-miR157a-5p,AT5G43270
ath-miR157a-5p,AT1G27360
ath-miR157a-5p,AT1G27360
ath-miR157a-5p,AT2G42200
ath-miR157a-5p,AT1G27360
ath-miR157a-5p,AT1G27360
ath-miR157a-5p,AT3G57920
ath-miR157a-5p,AT1G69170
ath-miR157a-5p,AT5G08620
ath-miR157a-5p,AT5G50570
ath-miR157a-5p,AT5G50570
ath-miR157a-5p,AT5G50670
ath-miR157a-5p,AT2G22370
ath-miR157a-5p,AT2G04730
ath-miR157a-5p,AT3G14120
ath-miR157a-5p,AT3G14120
ath-miR157a-5p,AT3G14120
ath-miR157a-5p,AT3G13624
ath-miR157a-5p,AT1G53160
ath-miR157a-5p,AT1G32140
ath-miR157a-5p,AT1G30450
ath-miR157a-5p,AT1G30450
ath-miR157a-5p,AT1G30450
ath-miR157a-5p,AT5G38610
ath-miR157a-5p,AT1G22000
ath-miR157a-5p,AT4G21370
ath-miR157a-5p,AT3G13624
ath-miR774b-3p,AT4G00755
ath-miR774b-3p,AT4G00755
ath-miR774b-3p,AT2G41500
ath-miR774b-3p,AT5G18830
ath-miR774b-3p,AT5G18830
ath-miR774b-3p,AT5G18830
ath-miR774b-3p,AT3G05310
ath-miR774b-3p,AT2G13370
ath-miR774b-3p,AT3G17570
ath-miR774b-3p,AT1G62270
ath-miR774b-3p,AT2G44710
ath-miR774b-3p,AT3G22370
ath-miR774b-3p,AT4G14660
ath-miR774b-3p,AT3G22420
ath-miR774b-3p,AT3G22420
ath-miR774b-3p,AT3G56970
ath-miR774b-3p,AT3G49270
ath-miR774b-3p,AT3G49270
ath-miR774b-3p,AT1G28350
ath-miR774b-3p,AT4G14830
ath-miR5643a,AT1G38790
ath-miR5643a,AT2G08986
ath-miR5643a,AT2G08986
ath-miR5643a,AT2G07981
ath-miR5643a,AT2G08986
ath-miR5643a,AT2G08986
ath-miR5643a,AT2G08986
ath-miR5643a,AT1G24270
ath-miR5643a,AT3G55660
ath-miR5643a,AT5G49760
ath-miR5643a,AT3G09090
ath-miR5643a,AT3G09090
ath-miR5643a,AT3G09090
ath-miR5643a,AT2G07981
ath-miR5643a,AT2G08986
ath-miR5643a,AT2G08986
ath-miR854d,AT5G05100
ath-miR854d,AT5G19590
ath-miR854d,AT1G15530
ath-miR854d,AT1G53560
ath-miR854d,AT3G56110
ath-miR854d,AT3G56110
ath-miR854d,AT1G53770
ath-miR854d,AT1G53770
ath-miR854d,AT4G00680
ath-miR854d,AT1G50732
ath-miR854d,AT1G49290
ath-miR854d,AT3G10630
ath-miR854d,AT2G41640
ath-miR854d,AT2G41640
ath-miR854d,AT5G55370
ath-miR854d,AT3G02970
ath-miR854d,AT1G34370
ath-miR854d,AT1G34370
ath-miR854d,AT1G34370
ath-miR854d,AT3G62850
ath-miR5653,AT5G25752
ath-miR5638a,AT3G44940
ath-miR5638a,AT5G02010
ath-miR5638a,AT4G17990
ath-miR5638a,AT4G04960
ath-miR5638a,AT4G12880
ath-miR5638a,AT4G12880
ath-miR5638a,AT3G16940
ath-miR5638a,AT5G43630
ath-miR5638a,AT4G10630
ath-miR5638a,AT1G78810
ath-miR5638a,AT1G78810
ath-miR5638a,AT1G01700
ath-miR5638a,AT1G31970
ath-miR5638a,AT5G49470
ath-miR5638a,AT5G49470
ath-miR5638a,AT5G49470
ath-miR5638a,AT5G49470
ath-miR5648-3p,AT3G05350
ath-miR5648-3p,AT3G15355
ath-miR5648-3p,AT1G61140
ath-miR5648-3p,AT1G61140
ath-miR5648-3p,AT1G61140
ath-miR5648-3p,AT3G06400
ath-miR5648-3p,AT3G06400
ath-miR5648-3p,AT3G06400
ath-miR5648-3p,AT2G23820
ath-miR5648-3p,AT2G23820
ath-miR5648-3p,AT2G36350
ath-miR5635c,AT2G04235
ath-miR414,AT4G04630
ath-miR414,AT1G06900
ath-miR414,AT4G05410
ath-miR414,AT3G01080
ath-miR414,AT5G60130
ath-miR414,AT5G60130
ath-miR414,AT4G33060
ath-miR414,AT5G57580
ath-miR414,AT3G23160
ath-miR414,AT2G24550
ath-miR414,AT5G24890
ath-miR414,AT2G33250
ath-miR414,AT3G19910
ath-miR414,AT5G35926
ath-miR414,AT5G08430
ath-miR414,AT1G16150
ath-miR414,AT3G49140
ath-miR414,AT4G38480
ath-miR414,AT3G28850
ath-miR414,AT5G39740
ath-miR414,AT5G39740
ath-miR414,AT5G41630
ath-miR414,AT3G53310
ath-miR414,AT2G27170
ath-miR414,AT2G27170
ath-miR414,AT2G33400
ath-miR414,AT4G29520
ath-miR414,AT5G63740
ath-miR414,AT1G68870
ath-miR414,AT4G26110
ath-miR414,AT4G26110
ath-miR414,AT1G47970
ath-miR414,AT1G63800
ath-miR414,AT1G64570
ath-miR414,AT2G23100
ath-miR414,AT1G52320
ath-miR414,AT5G52640
ath-miR414,AT1G55410
ath-miR414,AT5G09860
ath-miR414,AT5G09860
ath-miR414,AT3G14900
ath-miR414,AT5G15140
ath-miR414,AT5G04980
ath-miR414,AT5G04980
ath-miR414,AT2G21420
ath-miR414,AT2G20280
ath-miR414,AT3G11100
ath-miR414,AT5G23420
ath-miR414,AT3G45020
ath-miR414,AT5G23420
ath-miR414,AT5G05550
ath-miR414,AT5G05550
ath-miR414,AT5G47040
ath-miR414,AT5G63950
ath-miR414,AT3G18970
ath-miR414,AT3G48860
ath-miR414,AT3G48860
ath-miR414,AT5G41840
ath-miR414,AT5G19900
ath-miR414,AT5G22640
ath-miR414,AT5G22640
ath-miR414,AT1G49900
ath-miR414,AT5G43630
ath-miR414,AT2G16920
ath-miR414,AT5G22640
ath-miR414,AT5G22640
ath-miR414,AT4G26600
ath-miR414,AT5G66840
ath-miR414,AT1G04530
ath-miR414,AT3G10580
ath-miR414,AT3G10580
ath-miR414,AT3G28030
ath-miR414,AT3G42670
ath-miR414,AT1G58210
ath-miR414,AT1G50410
ath-miR414,AT5G55300
ath-miR414,AT5G40340
ath-miR414,AT5G55300
ath-miR414,AT3G56150
ath-miR414,AT3G56150
ath-miR414,AT3G18390
ath-miR414,AT5G08600
ath-miR414,AT5G08600
ath-miR414,AT2G35670
ath-miR414,AT3G58110
ath-miR414,AT1G03530
ath-miR414,AT5G40520
ath-miR414,AT5G40520
ath-miR414,AT5G55920
ath-miR414,AT5G42280
ath-miR414,AT1G54440
ath-miR414,AT5G05700
ath-miR414,AT1G44050
ath-miR414,AT1G54440
ath-miR414,AT5G55580
ath-miR414,AT1G55390
ath-miR414,AT2G13900
ath-miR414,AT5G18740
ath-miR414,AT5G55300
ath-miR414,AT1G73850
ath-miR414,AT5G53220
ath-miR414,AT1G60220
ath-miR414,AT4G31610
ath-miR414,AT1G64880
ath-miR414,AT5G53220
ath-miR414,AT4G33330
ath-miR414,AT4G01037
ath-miR414,AT4G33330
ath-miR414,AT3G43230
ath-miR414,AT5G37430
ath-miR414,AT4G23040
ath-miR414,AT4G33495
ath-miR414,AT5G40320
ath-miR414,AT3G44110
ath-miR414,AT2G16900
ath-miR414,AT3G55940
ath-miR414,AT5G37420
ath-miR414,AT2G16980
ath-miR414,AT2G16900
ath-miR414,AT4G02220
ath-miR414,AT1G59710
ath-miR414,AT3G44110
ath-miR414,AT2G16980
ath-miR414,AT1G63980
ath-miR414,AT1G48400
ath-miR414,AT5G64830
ath-miR414,AT5G64830
ath-miR414,AT3G25910
ath-miR414,AT1G63980
ath-miR414,AT5G53220
ath-miR414,AT5G56200
ath-miR414,AT1G26890
ath-miR414,AT1G28670
ath-miR414,AT3G11200
ath-miR414,AT5G23730
ath-miR414,AT2G30280
ath-miR414,AT2G30350
ath-miR414,AT1G11440
ath-miR414,AT3G11200
ath-miR414,AT1G64500
ath-miR414,AT2G16900
ath-miR414,AT3G11810
ath-miR414,AT2G30350
ath-miR414,AT1G25370
ath-miR414,AT5G60142
ath-miR414,AT5G49400
ath-miR414,AT1G60870
ath-miR414,AT1G66630
ath-miR414,AT4G17940
ath-miR414,AT4G03070
ath-miR414,AT1G66620
ath-miR414,AT2G39020
ath-miR414,AT2G35360
ath-miR414,AT2G39795
ath-miR414,AT4G04614
ath-miR414,AT5G23950
ath-miR414,AT5G37780
ath-miR414,AT5G37780
ath-miR414,AT3G04310
ath-miR414,AT4G31510
ath-miR414,AT5G37860
ath-miR414,AT5G37780
ath-miR414,AT3G17160
ath-miR414,AT5G61650
ath-miR414,AT3G29070
ath-miR414,AT5G08150
ath-miR414,AT4G19100
ath-miR414,AT3G29000
ath-miR414,AT5G59230
ath-miR414,AT3G13500
ath-miR414,AT4G30720
ath-miR414,AT3G18520
ath-miR414,AT3G18520
ath-miR414,AT5G58080
ath-miR414,AT1G74870
ath-miR414,AT4G27310
ath-miR414,AT4G03130
ath-miR414,AT5G58040
ath-miR414,AT2G34970
ath-miR414,AT4G18905
ath-miR414,AT4G18905
ath-miR414,AT1G75150
ath-miR414,AT5G59000
ath-miR414,AT4G01020
ath-miR414,AT3G05670
ath-miR414,AT3G59740
ath-miR414,AT3G46600
ath-miR414,AT3G46600
ath-miR414,AT3G46600
ath-miR414,AT1G69526
ath-miR414,AT1G69526
ath-miR414,AT5G60820
ath-miR414,AT1G69526
ath-miR414,AT1G47970
ath-miR414,AT1G49900
ath-miR414,AT2G35670
ath-miR414,AT4G26600
ath-miR414,AT1G55410
ath-miR414,AT5G42280
ath-miR414,AT1G44050
ath-miR414,AT5G37430
ath-miR414,AT5G37420
ath-miR414,AT1G48400
ath-miR414,AT2G21420
ath-miR414,AT5G23950
ath-miR414,AT5G63740
ath-miR414,AT3G29000
ath-miR414,AT5G60130
ath-miR414,AT5G60130
ath-miR414,AT1G44050
ath-miR414,AT1G48400
ath-miR414,AT5G53440
ath-miR414,AT5G09880
ath-miR414,AT2G38790
ath-miR414,AT5G63740
ath-miR414,AT4G36860
ath-miR414,AT3G13200
ath-miR414,AT4G12610
ath-miR414,AT4G12610
ath-miR414,AT4G37210
ath-miR414,AT4G37210
ath-miR414,AT5G15800
ath-miR414,AT2G02270
ath-miR414,AT5G22100
ath-miR414,AT5G57720
ath-miR414,AT3G10430
ath-miR414,AT5G12110
ath-miR414,AT5G03545
ath-miR414,AT5G04810
ath-miR414,AT1G30470
ath-miR414,AT1G30470
ath-miR414,AT1G30470
ath-miR414,AT5G62630
ath-miR414,AT3G24760
ath-miR414,AT3G12230
ath-miR414,AT3G13780
ath-miR414,AT1G12830
ath-miR414,AT1G69360
ath-miR414,AT1G79500
ath-miR414,AT5G64930
ath-miR414,AT1G70200
ath-miR414,AT2G26550
ath-miR414,AT2G26550
ath-miR414,AT2G26550
ath-miR414,AT1G69935
ath-miR414,AT3G42140
ath-miR414,AT3G50550
ath-miR414,AT4G36980
ath-miR414,AT4G36980
ath-miR414,AT4G36980
ath-miR414,AT4G36980
ath-miR414,AT3G05220
ath-miR414,AT3G05220
ath-miR414,AT1G50460
ath-miR414,AT3G49690
ath-miR414,AT5G08230
ath-miR414,AT5G23150
ath-miR414,AT3G48430
ath-miR414,AT4G38590
ath-miR414,AT4G38590
ath-miR414,AT3G04260
ath-miR414,AT3G23300
ath-miR414,AT5G49840
ath-miR414,AT3G06130
ath-miR414,AT1G75500
ath-miR414,AT2G19480
ath-miR414,AT3G06130
ath-miR414,AT2G19480
ath-miR414,AT2G19480
ath-miR414,AT1G69260
ath-miR414,AT3G07730
ath-miR414,AT5G12050
ath-miR414,AT4G01170
ath-miR414,AT4G27120
ath-miR414,AT4G27120
ath-miR414,AT1G01040
ath-miR414,AT1G01040
ath-miR414,AT1G26210
ath-miR414,AT5G41340
ath-miR414,AT1G56570
ath-miR414,AT4G08580
ath-miR414,AT1G19025
ath-miR414,AT2G32260
ath-miR414,AT1G06950
ath-miR414,AT1G50750
ath-miR414,AT1G55430
ath-miR414,AT3G18550
ath-miR414,AT3G18550
ath-miR414,AT3G29020
ath-miR414,AT2G44130
ath-miR414,AT5G46030
ath-miR414,AT4G01650
ath-miR414,AT4G31420
ath-miR414,AT4G31420
ath-miR414,AT5G08150
ath-miR414,AT2G11910
ath-miR414,AT2G11910
ath-miR414,AT1G06900
ath-miR414,AT1G75150
ath-miR414,AT2G23100
ath-miR414,AT5G04980
ath-miR414,AT5G04980
ath-miR414,AT4G02160
ath-miR414,AT2G11910
ath-miR414,AT2G11910
ath-miR414,AT1G75150
ath-miR414,AT5G37430
ath-miR414,AT1G48400
ath-miR414,AT1G13220
ath-miR414,AT5G22010
ath-miR414,AT1G17680
ath-miR414,AT1G17680
ath-miR414,AT4G02020
ath-miR414,AT1G67530
ath-miR414,AT1G67530
ath-miR414,AT2G02090
ath-miR414,AT3G25100
ath-miR414,AT5G19090
ath-miR414,AT1G55440
ath-miR414,AT3G27290
ath-miR414,AT5G19090
ath-miR414,AT5G19090
ath-miR414,AT1G21560
ath-miR414,AT1G21560
ath-miR414,AT3G45290
ath-miR414,AT4G31420
ath-miR414,AT4G31420
ath-miR414,AT1G78110
ath-miR414,AT1G21560
ath-miR414,AT2G25380
ath-miR414,AT4G12100
ath-miR414,AT3G25520
ath-miR414,AT4G38780
ath-miR414,AT2G41610
ath-miR414,AT3G50890
ath-miR414,AT3G25520
ath-miR414,AT4G33240
ath-miR414,AT4G33240
ath-miR414,AT4G33240
ath-miR414,AT1G60990
ath-miR414,AT1G60990
ath-miR414,AT1G60990
ath-miR414,AT1G05910
ath-miR414,AT3G21060
ath-miR414,AT1G64990
ath-miR414,AT5G62260
ath-miR414,AT1G80000
ath-miR414,AT1G80000
ath-miR414,AT4G18770
ath-miR414,AT3G23900
ath-miR414,AT3G23900
ath-miR414,AT4G02460
ath-miR414,AT2G16390
ath-miR414,AT3G23900
ath-miR414,AT2G23140
ath-miR414,AT1G07990
ath-miR414,AT1G69070
ath-miR414,AT2G36390
ath-miR414,AT3G58110
ath-miR414,AT3G56860
ath-miR414,AT5G13130
ath-miR414,AT3G56860
ath-miR414,AT3G56860
ath-miR414,AT5G41410
ath-miR414,AT5G13130
ath-miR414,AT3G56860
ath-miR414,AT1G70320
ath-miR414,AT2G20790
ath-miR414,AT3G62590
ath-miR414,AT1G34190
ath-miR414,AT2G20790
ath-miR414,AT2G27990
ath-miR414,AT3G56860
ath-miR414,AT5G22310
ath-miR414,AT5G66540
ath-miR414,AT3G53110
ath-miR414,AT2G20790
ath-miR414,AT5G14280
ath-miR414,AT2G31210
ath-miR414,AT5G61290
ath-miR414,AT1G78240
ath-miR414,AT1G78240
ath-miR414,AT4G28530
ath-miR414,AT5G63650
ath-miR414,AT4G28530
ath-miR414,AT5G44860
ath-miR414,AT5G40550
ath-miR414,AT4G27320
ath-miR414,AT5G40550
ath-miR414,AT5G57685
ath-miR414,AT3G14970
ath-miR414,AT5G40730
ath-miR414,AT3G06660
ath-miR414,AT5G58000
ath-miR414,AT5G64920
ath-miR414,AT5G44200
ath-miR414,AT5G44200
ath-miR414,AT3G29075
ath-miR414,AT5G54430
ath-miR414,AT3G42790
ath-miR414,AT2G47420
ath-miR414,AT3G02260
ath-miR414,AT1G55325
ath-miR414,AT1G55325
ath-miR414,AT5G15540
ath-miR414,AT5G15540
ath-miR414,AT3G45830
ath-miR414,AT2G16640
ath-miR414,AT1G32490
ath-miR414,AT1G32490
ath-miR414,AT3G16620
ath-miR414,AT5G06810
ath-miR414,AT5G13900
ath-miR414,AT5G42870
ath-miR414,AT5G42870
ath-miR414,AT3G54760
ath-miR414,AT5G11430
ath-miR414,AT3G54760
ath-miR414,AT5G56270
ath-miR414,AT5G08610
ath-miR414,AT3G16840
ath-miR414,AT5G54200
ath-miR414,AT5G67440
ath-miR414,AT5G67440
ath-miR414,AT4G08630
ath-miR414,AT4G20720
ath-miR414,AT3G30842
ath-miR414,AT1G80010
ath-miR414,AT5G57740
ath-miR414,AT1G05090
ath-miR414,AT5G58760
ath-miR414,AT5G65200
ath-miR414,AT5G01260
ath-miR414,AT2G22780
ath-miR414,AT1G26560
ath-miR414,AT4G39120
ath-miR414,AT1G10720
ath-miR414,AT1G19340
ath-miR414,AT5G18520
ath-miR414,AT5G01260
ath-miR414,AT3G20880
ath-miR414,AT2G25650
ath-miR414,AT1G20800
ath-miR414,AT1G53165
ath-miR414,AT4G14480
ath-miR414,AT1G18860
ath-miR414,AT1G53165
ath-miR414,AT5G02630
ath-miR414,AT1G61260
ath-miR414,AT1G53165
ath-miR414,AT2G44580
ath-miR414,AT1G76070
ath-miR414,AT2G34740
ath-miR414,AT5G06770
ath-miR414,AT2G34740
ath-miR414,AT3G28007
ath-miR414,AT3G13782
ath-miR414,AT4G35710
ath-miR414,AT2G16600
ath-miR414,AT2G16600
ath-miR414,AT3G50240
ath-miR414,AT1G02681
ath-miR414,AT5G35910
ath-miR414,AT1G79280
ath-miR414,AT1G79280
ath-miR414,AT1G79280
ath-miR414,AT1G51538
ath-miR414,AT5G22555
ath-miR414,AT1G18800
ath-miR414,AT5G41550
ath-miR414,AT1G76970
ath-miR414,AT2G38800
ath-miR414,AT3G11240
ath-miR414,AT5G16630
ath-miR414,AT5G16630
ath-miR414,AT1G60190
ath-miR414,AT5G10070
ath-miR414,AT5G10070
ath-miR414,AT5G27990
ath-miR414,AT4G02200
ath-miR414,AT4G02200
ath-miR414,AT4G02200
ath-miR414,AT1G51520
ath-miR414,AT1G51520
ath-miR414,AT5G63080
ath-miR414,AT3G55940
ath-miR414,AT1G70320
ath-miR414,AT1G47960
ath-miR414,AT5G22010
ath-miR414,AT1G16150
ath-miR414,AT1G55390
ath-miR414,AT2G35340
ath-miR414,AT5G37430
ath-miR414,AT1G47970
ath-miR414,AT1G49900
ath-miR414,AT5G23950
ath-miR414,AT1G44050
ath-miR414,AT2G16940
ath-miR414,AT2G16940
ath-miR414,AT2G16940
ath-miR414,AT1G68945
ath-miR414,AT2G11910
ath-miR414,AT2G11910
ath-miR414,AT1G61850
ath-miR414,AT1G61850
ath-miR414,AT2G29620
ath-miR414,AT5G42710
ath-miR414,AT5G42710
ath-miR414,AT5G24690
ath-miR414,AT3G55660
ath-miR414,AT1G01030
ath-miR414,AT1G21200
ath-miR414,AT5G46880
ath-miR414,AT2G24500
ath-miR414,AT1G47960
ath-miR414,AT3G24590
ath-miR414,AT5G14880
ath-miR414,AT2G38860
ath-miR414,AT2G38860
ath-miR414,AT4G02160
ath-miR414,AT4G23030
ath-miR414,AT5G57130
ath-miR414,AT1G17690
ath-miR414,AT1G55380
ath-miR414,AT1G10570
ath-miR414,AT1G10570
ath-miR414,AT3G61780
ath-miR414,AT5G28400
ath-miR414,AT5G28320
ath-miR414,AT1G04440
ath-miR414,AT2G25090
ath-miR414,AT5G50550
ath-miR414,AT5G50650
ath-miR414,AT2G40240
ath-miR414,AT4G03180
ath-miR414,AT2G27250
ath-miR414,AT5G12350
ath-miR414,AT2G27250
ath-miR414,AT2G27250
ath-miR414,AT4G16310
ath-miR414,AT5G28610
ath-miR414,AT5G55650
ath-miR414,AT4G02070
ath-miR414,AT5G64420
ath-miR414,AT4G02070
ath-miR414,AT5G18370
ath-miR414,AT1G09720
ath-miR414,AT1G15690
ath-miR414,AT3G18100
ath-miR414,AT3G18100
ath-miR414,AT1G15690
ath-miR414,AT3G18100
ath-miR414,AT3G08510
ath-miR414,AT3G08510
ath-miR414,AT3G08510
ath-miR414,AT2G21710
ath-miR414,AT3G01840
ath-miR414,AT2G32760
ath-miR414,AT2G18193
ath-miR414,AT2G32760
ath-miR414,AT5G37560
ath-miR414,AT5G48240
ath-miR414,AT5G48240
ath-miR414,AT5G48240
ath-miR414,AT3G51880
ath-miR414,AT3G51880
ath-miR414,AT3G51880
ath-miR414,AT3G51880
ath-miR414,AT1G21722
ath-miR414,AT1G80930
ath-miR414,AT1G59910
ath-miR414,AT1G65470
ath-miR414,AT1G65470
ath-miR414,AT2G19090
ath-miR414,AT1G15280
ath-miR414,AT1G15280
ath-miR414,AT5G50310
ath-miR414,AT3G15355
ath-miR414,AT1G57820
ath-miR414,AT1G57820
ath-miR414,AT2G34400
ath-miR414,AT5G56950
ath-miR414,AT3G58960
ath-miR414,AT5G48350
ath-miR414,AT5G60140
ath-miR414,AT1G36095
ath-miR414,AT2G03890
ath-miR414,AT5G03230
ath-miR414,AT5G23235
ath-miR414,AT3G45490
ath-miR414,AT2G03890
ath-miR414,AT4G39350
ath-miR414,AT2G35340
ath-miR414,AT3G15357
ath-miR414,AT5G44290
ath-miR414,AT5G44290
ath-miR414,AT5G44290
ath-miR414,AT5G44290
ath-miR414,AT1G22020
ath-miR414,AT2G18220
ath-miR414,AT5G18570
ath-miR414,AT2G45900
ath-miR414,AT4G16050
ath-miR414,AT2G25370
ath-miR414,AT2G25370
ath-miR414,AT3G27550
ath-miR414,AT3G24929
ath-miR414,AT2G42180
ath-miR414,AT1G11240
ath-miR414,AT2G32360
ath-miR414,AT3G52230
ath-miR414,AT1G28304
ath-miR414,AT1G29240
ath-miR414,AT4G00070
ath-miR414,AT4G31210
ath-miR414,AT5G55310
ath-miR414,AT1G16130
ath-miR414,AT4G33620
ath-miR414,AT4G22350
ath-miR414,AT5G58930
ath-miR414,AT4G22350
ath-miR414,AT5G41020
ath-miR414,AT1G04500
ath-miR414,AT5G53000
ath-miR414,AT5G05510
ath-miR414,AT2G28480
ath-miR414,AT4G30830
ath-miR414,AT1G08340
ath-miR414,AT1G69060
ath-miR414,AT1G78500
ath-miR414,AT4G00270
ath-miR414,AT1G07320
ath-miR414,AT1G07320
ath-miR414,AT1G07320
ath-miR414,AT5G19260
ath-miR414,AT1G07320
ath-miR414,AT3G13480
ath-miR414,AT1G62450
ath-miR414,AT3G58850
ath-miR414,AT5G27680
ath-miR414,AT1G12070
ath-miR414,AT1G71720
ath-miR414,AT3G24080
ath-miR414,AT3G24080
ath-miR414,AT5G40450
ath-miR414,AT3G19880
ath-miR414,AT5G49680
ath-miR414,AT1G11710
ath-miR414,AT4G24420
ath-miR414,AT4G11740
ath-miR414,AT5G61790
